Indicator,Year,County,State,FIPS,Rate,Cases,Population
HIV diagnoses,2014,Colorado County ,Texas,48089,Data suppressed,Data suppressed,"17,353"
HIV diagnoses,2014,Comal County ,Texas,48091,7.7,8,"103,631"
HIV diagnoses,2014,Comanche County ,Texas,48093,Data suppressed,Data suppressed,"11,302"
HIV diagnoses,2014,Concho County ,Texas,48095,Data suppressed,Data suppressed,"3,669"
HIV diagnoses,2014,Cooke County ,Texas,48097,Data suppressed,Data suppressed,"32,186"
HIV diagnoses,2014,Coryell County ,Texas,48099,16.3,10,"61,362"
HIV diagnoses,2014,Cottle County ,Texas,48101,Data suppressed,Data suppressed,"1,205"
HIV diagnoses,2014,Crane County ,Texas,48103,Data suppressed,Data suppressed,"3,839"
HIV diagnoses,2014,Crockett County ,Texas,48105,Data suppressed,Data suppressed,"3,076"
HIV diagnoses,2014,Crosby County ,Texas,48107,Data suppressed,Data suppressed,"4,757"
HIV diagnoses,2014,Culberson County ,Texas,48109,Data suppressed,Data suppressed,"1,840"
HIV diagnoses,2014,Daggett County ,Utah,49009,Data suppressed,Data suppressed,927
HIV diagnoses,2014,Dallam County ,Texas,48111,Data suppressed,Data suppressed,"5,435"
HIV diagnoses,2014,Dallas County ,Texas,48113,43.7,883,"2,019,907"
HIV diagnoses,2014,Davis County ,Utah,49011,3.2,8,"249,039"
HIV diagnoses,2014,Dawson County ,Texas,48115,Data suppressed,Data suppressed,"11,027"
HIV diagnoses,2014,Deaf Smith County ,Texas,48117,Data suppressed,Data suppressed,"14,692"
HIV diagnoses,2014,Delta County ,Texas,48119,Data suppressed,Data suppressed,"4,425"
HIV diagnoses,2014,Denton County ,Texas,48121,9.9,61,"613,937"
HIV diagnoses,2014,Dewitt County ,Texas,48123,Data suppressed,Data suppressed,"17,344"
HIV diagnoses,2014,Dickens County ,Texas,48125,Data suppressed,Data suppressed,"1,901"
HIV diagnoses,2014,Dimmit County ,Texas,48127,Data suppressed,Data suppressed,"8,581"
HIV diagnoses,2014,Donley County ,Texas,48129,Data suppressed,Data suppressed,"3,019"
HIV diagnoses,2014,Duchesne County ,Utah,49013,Data suppressed,Data suppressed,"15,104"
HIV diagnoses,2014,Duval County ,Texas,48131,Data suppressed,Data suppressed,"9,372"
HIV diagnoses,2014,Eastland County ,Texas,48133,Data suppressed,Data suppressed,"15,450"
HIV diagnoses,2014,Ector County ,Texas,48135,8.3,10,"119,944"
HIV diagnoses,2014,Edwards County ,Texas,48137,Data suppressed,Data suppressed,"1,597"
HIV diagnoses,2014,El Paso County ,Texas,48141,16.3,108,"664,314"
HIV diagnoses,2014,Ellis County ,Texas,48139,7.7,10,"129,197"
HIV diagnoses,2014,Emery County ,Utah,49015,Data suppressed,Data suppressed,"8,257"
HIV diagnoses,2014,Erath County ,Texas,48143,Data suppressed,Data suppressed,"34,493"
HIV diagnoses,2014,Essex County ,Vermont,50009,Data suppressed,Data suppressed,"5,403"
HIV diagnoses,2014,Falls County ,Texas,48145,Data suppressed,Data suppressed,"14,538"
HIV diagnoses,2014,Fannin County ,Texas,48147,Data suppressed,Data suppressed,"28,737"
HIV diagnoses,2014,Fayette County ,Texas,48149,Data suppressed,Data suppressed,"21,199"
HIV diagnoses,2014,Fisher County ,Texas,48151,Data suppressed,Data suppressed,"3,290"
HIV diagnoses,2014,Floyd County ,Texas,48153,Data suppressed,Data suppressed,"4,826"
HIV diagnoses,2014,Foard County ,Texas,48155,Data suppressed,Data suppressed,"1,071"
HIV diagnoses,2014,Fort Bend County ,Texas,48157,13.6,75,"551,093"
HIV diagnoses,2014,Franklin County ,Texas,48159,Data suppressed,Data suppressed,"8,739"
HIV diagnoses,2014,Franklin County ,Vermont,50011,Data suppressed,Data suppressed,"40,788"
HIV diagnoses,2014,Freestone County ,Texas,48161,36.6,6,"16,409"
HIV diagnoses,2014,Frio County ,Texas,48163,65.5,10,"15,273"
HIV diagnoses,2014,Gaines County ,Texas,48165,Data suppressed,Data suppressed,"14,293"
HIV diagnoses,2014,Galveston County ,Texas,48167,18.9,49,"259,109"
HIV diagnoses,2014,Garfield County ,Utah,49017,Data suppressed,Data suppressed,"4,148"
HIV diagnoses,2014,Garza County ,Texas,48169,Data suppressed,Data suppressed,"5,622"
HIV diagnoses,2014,Gillespie County ,Texas,48171,Data suppressed,Data suppressed,"22,037"
HIV diagnoses,2014,Glasscock County ,Texas,48173,Data suppressed,Data suppressed,"1,060"
HIV diagnoses,2014,Goliad County ,Texas,48175,Data suppressed,Data suppressed,"6,407"
HIV diagnoses,2014,Gonzales County ,Texas,48177,Data suppressed,Data suppressed,"16,490"
HIV diagnoses,2014,Grand County ,Utah,49019,Data suppressed,Data suppressed,"7,882"
HIV diagnoses,2014,Grand Isle County ,Vermont,50013,Data suppressed,Data suppressed,"6,085"
HIV diagnoses,2014,Gray County ,Texas,48179,Data suppressed,Data suppressed,"19,047"
HIV diagnoses,2014,Grayson County ,Texas,48181,11.7,12,"102,471"
HIV diagnoses,2014,Gregg County ,Texas,48183,29.1,29,"99,780"
HIV diagnoses,2014,Grimes County ,Texas,48185,Data suppressed,Data suppressed,"22,797"
HIV diagnoses,2014,Guadalupe County ,Texas,48187,5.8,7,"120,398"
HIV diagnoses,2014,Hale County ,Texas,48189,Data suppressed,Data suppressed,"27,540"
HIV diagnoses,2014,Hall County ,Texas,48191,Data suppressed,Data suppressed,"2,615"
HIV diagnoses,2014,Hamilton County ,Texas,48193,Data suppressed,Data suppressed,"7,023"
HIV diagnoses,2014,Hansford County ,Texas,48195,Data suppressed,Data suppressed,"4,381"
HIV diagnoses,2014,Hardeman County ,Texas,48197,Data suppressed,Data suppressed,"3,278"
HIV diagnoses,2014,Hardin County ,Texas,48199,Data suppressed,Data suppressed,"45,754"
HIV diagnoses,2014,Harris County ,Texas,48201,35.1,"1,251","3,561,579"
HIV diagnoses,2014,Harrison County ,Texas,48203,12.9,7,"54,420"
HIV diagnoses,2014,Hartley County ,Texas,48205,Data suppressed,Data suppressed,"5,207"
HIV diagnoses,2014,Haskell County ,Texas,48207,Data suppressed,Data suppressed,"4,968"
HIV diagnoses,2014,Hays County ,Texas,48209,11.7,18,"153,982"
HIV diagnoses,2014,Hemphill County ,Texas,48211,Data suppressed,Data suppressed,"3,192"
HIV diagnoses,2014,Henderson County ,Texas,48213,7.5,5,"66,971"
HIV diagnoses,2014,Hidalgo County ,Texas,48215,12.3,77,"627,137"
HIV diagnoses,2014,Hill County ,Texas,48217,Data suppressed,Data suppressed,"28,879"
HIV diagnoses,2014,Hockley County ,Texas,48219,Data suppressed,Data suppressed,"19,019"
HIV diagnoses,2014,Hood County ,Texas,48221,Data suppressed,Data suppressed,"46,045"
HIV diagnoses,2014,Hopkins County ,Texas,48223,Data suppressed,Data suppressed,"29,392"
HIV diagnoses,2014,Houston County ,Texas,48225,35.8,7,"19,531"
HIV diagnoses,2014,Howard County ,Texas,48227,29.3,9,"30,732"
HIV diagnoses,2014,Hudspeth County ,Texas,48229,Data suppressed,Data suppressed,"2,668"
HIV diagnoses,2014,Hunt County ,Texas,48231,9.5,7,"73,823"
HIV diagnoses,2014,Hutchinson County ,Texas,48233,Data suppressed,Data suppressed,"17,684"
HIV diagnoses,2014,Irion County ,Texas,48235,Data suppressed,Data suppressed,"1,327"
HIV diagnoses,2014,Iron County ,Utah,49021,Data suppressed,Data suppressed,"37,149"
HIV diagnoses,2014,Jack County ,Texas,48237,Data suppressed,Data suppressed,"7,516"
HIV diagnoses,2014,Jackson County ,Texas,48239,Data suppressed,Data suppressed,"11,959"
HIV diagnoses,2014,Jasper County ,Texas,48241,Data suppressed,Data suppressed,"29,304"
HIV diagnoses,2014,Jeff Davis County ,Texas,48243,Data suppressed,Data suppressed,"2,054"
HIV diagnoses,2014,Jefferson County ,Texas,48245,27.3,57,"208,711"
HIV diagnoses,2014,Jim Hogg County ,Texas,48247,Data suppressed,Data suppressed,"4,074"
HIV diagnoses,2014,Jim Wells County ,Texas,48249,Data suppressed,Data suppressed,"32,844"
HIV diagnoses,2014,Johnson County ,Texas,48251,3.9,5,"127,986"
HIV diagnoses,2014,Jones County ,Texas,48253,46.1,8,"17,352"
HIV diagnoses,2014,Juab County ,Utah,49023,Data suppressed,Data suppressed,"7,852"
HIV diagnoses,2014,Kane County ,Utah,49025,Data suppressed,Data suppressed,"6,043"
HIV diagnoses,2014,Karnes County ,Texas,48255,Data suppressed,Data suppressed,"12,563"
HIV diagnoses,2014,Kaufman County ,Texas,48257,14.5,13,"89,447"
HIV diagnoses,2014,Kendall County ,Texas,48259,Data suppressed,Data suppressed,"32,733"
HIV diagnoses,2014,Kenedy County ,Texas,48261,Data suppressed,Data suppressed,332
HIV diagnoses,2014,Kent County ,Texas,48263,Data suppressed,Data suppressed,671
HIV diagnoses,2014,Kerr County ,Texas,48265,Data suppressed,Data suppressed,"43,626"
HIV diagnoses,2014,Kimble County ,Texas,48267,Data suppressed,Data suppressed,"3,843"
HIV diagnoses,2014,King County ,Texas,48269,Data suppressed,Data suppressed,219
HIV diagnoses,2014,Kinney County ,Texas,48271,Data suppressed,Data suppressed,"3,053"
HIV diagnoses,2014,Kleberg County ,Texas,48273,Data suppressed,Data suppressed,"26,228"
HIV diagnoses,2014,Knox County ,Texas,48275,Data suppressed,Data suppressed,"3,119"
HIV diagnoses,2014,La Salle County ,Texas,48283,Data suppressed,Data suppressed,"6,330"
HIV diagnoses,2014,Lamar County ,Texas,48277,Data suppressed,Data suppressed,"41,082"
HIV diagnoses,2014,Lamb County ,Texas,48279,Data suppressed,Data suppressed,"10,791"
HIV diagnoses,2014,Lamoille County ,Vermont,50015,Data suppressed,Data suppressed,"21,359"
HIV diagnoses,2014,Lampasas County ,Texas,48281,Data suppressed,Data suppressed,"16,904"
HIV diagnoses,2014,Lavaca County ,Texas,48285,Data suppressed,Data suppressed,"16,379"
HIV diagnoses,2014,Lee County ,Texas,48287,Data suppressed,Data suppressed,"14,096"
HIV diagnoses,2014,Leon County ,Texas,48289,Data suppressed,Data suppressed,"14,089"
HIV diagnoses,2014,Liberty County ,Texas,48291,18.7,12,"64,125"
HIV diagnoses,2014,Limestone County ,Texas,48293,Data suppressed,Data suppressed,"19,561"
HIV diagnoses,2014,Lipscomb County ,Texas,48295,Data suppressed,Data suppressed,"2,881"
HIV diagnoses,2014,Live Oak County ,Texas,48297,Data suppressed,Data suppressed,"10,413"
HIV diagnoses,2014,Llano County ,Texas,48299,Data suppressed,Data suppressed,"17,288"
HIV diagnoses,2014,Loving County ,Texas,48301,Data suppressed,Data suppressed,62
HIV diagnoses,2014,Lubbock County ,Texas,48303,16.9,41,"242,694"
HIV diagnoses,2014,Lynn County ,Texas,48305,Data suppressed,Data suppressed,"4,614"
HIV diagnoses,2014,Madison County ,Texas,48313,Data suppressed,Data suppressed,"11,717"
HIV diagnoses,2014,Marion County ,Texas,48315,Data suppressed,Data suppressed,"8,822"
HIV diagnoses,2014,Martin County ,Texas,48317,Data suppressed,Data suppressed,"4,229"
HIV diagnoses,2014,Mason County ,Texas,48319,Data suppressed,Data suppressed,"3,520"
HIV diagnoses,2014,Matagorda County ,Texas,48321,20.2,6,"29,742"
HIV diagnoses,2014,Maverick County ,Texas,48323,Data suppressed,Data suppressed,"44,059"
HIV diagnoses,2014,Mcculloch County ,Texas,48307,Data suppressed,Data suppressed,"6,868"
HIV diagnoses,2014,Mclennan County ,Texas,48309,9,18,"199,398"
HIV diagnoses,2014,Mcmullen County ,Texas,48311,Data suppressed,Data suppressed,696
HIV diagnoses,2014,Medina County ,Texas,48325,Data suppressed,Data suppressed,"39,970"
HIV diagnoses,2014,Menard County ,Texas,48327,Data suppressed,Data suppressed,"1,873"
HIV diagnoses,2014,Midland County ,Texas,48329,6.5,8,"123,793"
HIV diagnoses,2014,Milam County ,Texas,48331,Data suppressed,Data suppressed,"20,011"
HIV diagnoses,2014,Millard County ,Utah,49027,Data suppressed,Data suppressed,"9,753"
HIV diagnoses,2014,Mills County ,Texas,48333,Data suppressed,Data suppressed,"4,127"
HIV diagnoses,2014,Mitchell County ,Texas,48335,Data suppressed,Data suppressed,"7,806"
HIV diagnoses,2014,Montague County ,Texas,48337,Data suppressed,Data suppressed,"16,267"
HIV diagnoses,2014,Montgomery County ,Texas,48339,7.9,33,"420,103"
HIV diagnoses,2014,Moore County ,Texas,48341,Data suppressed,Data suppressed,"17,058"
HIV diagnoses,2014,Morgan County ,Utah,49029,Data suppressed,Data suppressed,"7,943"
HIV diagnoses,2014,Morris County ,Texas,48343,Data suppressed,Data suppressed,"10,621"
HIV diagnoses,2014,Motley County ,Texas,48345,Data suppressed,Data suppressed,"1,000"
HIV diagnoses,2014,Nacogdoches County ,Texas,48347,16.7,9,"53,859"
HIV diagnoses,2014,Navarro County ,Texas,48349,17.9,7,"39,005"
HIV diagnoses,2014,Newton County ,Texas,48351,Data suppressed,Data suppressed,"12,037"
HIV diagnoses,2014,Nolan County ,Texas,48353,Data suppressed,Data suppressed,"12,247"
HIV diagnoses,2014,Nueces County ,Texas,48355,12,35,"291,697"
HIV diagnoses,2014,Ochiltree County ,Texas,48357,Data suppressed,Data suppressed,"8,199"
HIV diagnoses,2014,Oldham County ,Texas,48359,Data suppressed,Data suppressed,"1,757"
HIV diagnoses,2014,Orange County ,Texas,48361,13.1,9,"68,780"
HIV diagnoses,2014,Orange County ,Vermont,50017,Data suppressed,Data suppressed,"24,970"
HIV diagnoses,2014,Orleans County ,Vermont,50019,Data suppressed,Data suppressed,"23,350"
HIV diagnoses,2014,Palo Pinto County ,Texas,48363,Data suppressed,Data suppressed,"23,173"
HIV diagnoses,2014,Panola County ,Texas,48365,Data suppressed,Data suppressed,"19,709"
HIV diagnoses,2014,Parker County ,Texas,48367,Data suppressed,Data suppressed,"101,662"
HIV diagnoses,2014,Parmer County ,Texas,48369,Data suppressed,Data suppressed,"7,782"
HIV diagnoses,2014,Pecos County ,Texas,48371,Data suppressed,Data suppressed,"12,953"
HIV diagnoses,2014,Piute County ,Utah,49031,Data suppressed,Data suppressed,"1,230"
HIV diagnoses,2014,Polk County ,Texas,48373,Data suppressed,Data suppressed,"39,360"
HIV diagnoses,2014,Potter County ,Texas,48375,9.3,9,"97,083"
HIV diagnoses,2014,Presidio County ,Texas,48377,Data suppressed,Data suppressed,"5,699"
HIV diagnoses,2014,Rains County ,Texas,48379,Data suppressed,Data suppressed,"9,506"
HIV diagnoses,2014,Randall County ,Texas,48381,Data suppressed,Data suppressed,"106,196"
HIV diagnoses,2014,Reagan County ,Texas,48383,Data suppressed,Data suppressed,"2,920"
HIV diagnoses,2014,Real County ,Texas,48385,Data suppressed,Data suppressed,"2,940"
HIV diagnoses,2014,Red River County ,Texas,48387,Data suppressed,Data suppressed,"10,677"
HIV diagnoses,2014,Reeves County ,Texas,48389,149.9,18,"12,006"
HIV diagnoses,2014,Refugio County ,Texas,48391,Data suppressed,Data suppressed,"6,097"
HIV diagnoses,2014,Rich County ,Utah,49033,Data suppressed,Data suppressed,"1,813"
HIV diagnoses,2014,Roberts County ,Texas,48393,Data suppressed,Data suppressed,767
HIV diagnoses,2014,Robertson County ,Texas,48395,Data suppressed,Data suppressed,"13,561"
HIV diagnoses,2014,Rockwall County ,Texas,48397,Data suppressed,Data suppressed,"70,923"
HIV diagnoses,2014,Runnels County ,Texas,48399,Data suppressed,Data suppressed,"8,679"
HIV diagnoses,2014,Rusk County ,Texas,48401,18.1,8,"44,234"
HIV diagnoses,2014,Rutland County ,Vermont,50021,Data suppressed,Data suppressed,"52,552"
HIV diagnoses,2014,Sabine County ,Texas,48403,Data suppressed,Data suppressed,"9,001"
HIV diagnoses,2014,Salt Lake County ,Utah,49035,10,86,"864,247"
HIV diagnoses,2014,San Augustine County ,Texas,48405,Data suppressed,Data suppressed,"7,316"
HIV diagnoses,2014,San Jacinto County ,Texas,48407,Data suppressed,Data suppressed,"22,861"
HIV diagnoses,2014,San Juan County ,Utah,49037,Data suppressed,Data suppressed,"11,784"
HIV diagnoses,2014,San Patricio County ,Texas,48409,13,7,"53,945"
HIV diagnoses,2014,San Saba County ,Texas,48411,Data suppressed,Data suppressed,"5,014"
HIV diagnoses,2014,Sanpete County ,Utah,49039,Data suppressed,Data suppressed,"22,978"
HIV diagnoses,2014,Schleicher County ,Texas,48413,Data suppressed,Data suppressed,"2,512"
HIV diagnoses,2014,Scurry County ,Texas,48415,Data suppressed,Data suppressed,"14,120"
HIV diagnoses,2014,Sevier County ,Utah,49041,Data suppressed,Data suppressed,"16,395"
HIV diagnoses,2014,Shackelford County ,Texas,48417,Data suppressed,Data suppressed,"2,774"
HIV diagnoses,2014,Shelby County ,Texas,48419,Data suppressed,Data suppressed,"20,681"
HIV diagnoses,2014,Sherman County ,Texas,48421,Data suppressed,Data suppressed,"2,453"
HIV diagnoses,2014,Smith County ,Texas,48423,12.7,23,"180,588"
HIV diagnoses,2014,Somervell County ,Texas,48425,Data suppressed,Data suppressed,"7,303"
HIV diagnoses,2014,Starr County ,Texas,48427,Data suppressed,Data suppressed,"47,831"
HIV diagnoses,2014,Stephens County ,Texas,48429,Data suppressed,Data suppressed,"7,870"
HIV diagnoses,2014,Sterling County ,Texas,48431,Data suppressed,Data suppressed,"1,089"
HIV diagnoses,2014,Stonewall County ,Texas,48433,Data suppressed,Data suppressed,"1,173"
HIV diagnoses,2014,Summit County ,Utah,49043,Data suppressed,Data suppressed,"31,948"
HIV diagnoses,2014,Sutton County ,Texas,48435,Data suppressed,Data suppressed,"3,237"
HIV diagnoses,2014,Swisher County ,Texas,48437,Data suppressed,Data suppressed,"6,178"
HIV diagnoses,2014,Tarrant County ,Texas,48439,15,235,"1,564,770"
HIV diagnoses,2014,Taylor County ,Texas,48441,4.5,5,"110,356"
HIV diagnoses,2014,Terrell County ,Texas,48443,Data suppressed,Data suppressed,765
HIV diagnoses,2014,Terry County ,Texas,48445,Data suppressed,Data suppressed,"10,213"
HIV diagnoses,2014,Throckmorton County ,Texas,48447,Data suppressed,Data suppressed,"1,367"
HIV diagnoses,2014,Titus County ,Texas,48449,Data suppressed,Data suppressed,"25,540"
HIV diagnoses,2014,Tom Green County ,Texas,48451,13.5,13,"96,566"
HIV diagnoses,2014,Tooele County ,Utah,49045,Data suppressed,Data suppressed,"46,342"
HIV diagnoses,2014,Travis County ,Texas,48453,25.6,244,"953,556"
HIV diagnoses,2014,Trinity County ,Texas,48455,Data suppressed,Data suppressed,"12,269"
HIV diagnoses,2014,Tyler County ,Texas,48457,Data suppressed,Data suppressed,"18,417"
HIV diagnoses,2014,Uintah County ,Utah,49047,Data suppressed,Data suppressed,"27,464"
HIV diagnoses,2014,Upshur County ,Texas,48459,Data suppressed,Data suppressed,"33,438"
HIV diagnoses,2014,Upton County ,Texas,48461,Data suppressed,Data suppressed,"2,751"
HIV diagnoses,2014,Utah County ,Utah,49049,Data suppressed,Data suppressed,"415,367"
HIV diagnoses,2014,Uvalde County ,Texas,48463,Data suppressed,Data suppressed,"21,755"
HIV diagnoses,2014,Val Verde County ,Texas,48465,Data suppressed,Data suppressed,"38,554"
HIV diagnoses,2014,Van Zandt County ,Texas,48467,Data suppressed,Data suppressed,"44,343"
HIV diagnoses,2014,Victoria County ,Texas,48469,Data suppressed,Data suppressed,"74,065"
HIV diagnoses,2014,Walker County ,Texas,48471,24.2,15,"62,075"
HIV diagnoses,2014,Waller County ,Texas,48473,12.9,5,"38,708"
HIV diagnoses,2014,Ward County ,Texas,48475,Data suppressed,Data suppressed,"9,208"
HIV diagnoses,2014,Wasatch County ,Utah,49051,Data suppressed,Data suppressed,"21,128"
HIV diagnoses,2014,Washington County ,Texas,48477,17.2,5,"29,028"
HIV diagnoses,2014,Washington County ,Utah,49053,Data suppressed,Data suppressed,"120,874"
HIV diagnoses,2014,Washington County ,Vermont,50023,Data suppressed,Data suppressed,"50,865"
HIV diagnoses,2014,Wayne County ,Utah,49055,Data suppressed,Data suppressed,"2,199"
